reviewer_name,review_text,movie_name
Harper Barnes,"Hanks never strikes a false note, never panders to his mentally slow character nor tries to make him more than he is, despite a script that occasionally calls on him to utter what presumably are intended to be simple profundities.",Forrest Gump
J. Hoberman,"There's an undeniable kick to the idea of recapitulating to the Boomerography as a tale told by an idiot, but the thrill inexorably fades.",Forrest Gump
Peter Keough,"Intended as a paean to simplicity and a meditation on the quirks of destiny, ""Gump"" is instead simple-minded and calculated, a cloying, reactionary fable in praise of stupidity.",Forrest Gump
Robert W. Butler,Forrest Gump is about as good as Hollywood movies get.,Forrest Gump
Michael H. Price,Hanks' immersion in character and his convincing interaction with fellow players make Forrest Gump -- gimmicks and all -- a pleasure.,Forrest Gump
Bob Fenster,"The best art takes the biggest chances, thereby losing people who can't stretch with it. Forrest Gump is worth the effort.",Forrest Gump
Marylynn Uricchio,Forrest Gump is going to touch a lot of people's lives. It also has a good shot at bringing Tom Hanks a second Oscar for best actor.,Forrest Gump
Jackie Potts,"Loosely adapted from Winston Groom's satirical novel, Forrest Gump provides an incredibly rich and daffy historical pastiche.",Forrest Gump
Bill DuPre,Forrest Gump is a rare treat: a movie that delivers a message of hope and faith without delving into preachiness. Much of that success is due to Hanks' majestically deadpan performance.,Forrest Gump
Frank Bruni,"It turns tedious toward the end... But when it's good, it's very good, and the way it blends star Tom Hanks, who plays the title character, into actual historical film footage will tickle you to no end.",Forrest Gump
Jack Mathews,Forrest Gump manages to examine some of the basic questions of human life and to add perspective to the two most disruptive decades in modern history.,Forrest Gump
Bob Ross,"Director Robert Zemeckis is no stranger to spectacular effects. But seldom do knockout technology, superb acting and witty writing meld so satisfactorily.",Forrest Gump
David Armstrong,It requires a delicate touch to keep from becoming precious. Director Robert Zemeckis is up to the task.,Forrest Gump
Sebastian Zavala Kahn,"With several structural changes with respect to the novel, Peter Jackson's ""The Two Towers"" manages to cement what was seen in the previous movie, and develop much of what will be presented in greater detail in the climactic film. Full review in Spanish.",The Lord of the Rings: The Two Towers
Jae-Ha Kim,You'd think that tacking on an additional 43 minutes to the three-hour movie would be overkill. But the extended version actually feels shorter than the theatrical release -- possibly because it tells a more thorough story.,The Lord of the Rings: The Two Towers
Keith Garlington,“The Two Towers” highlights Jackson’s keen ability to convey to the audience an incredible sense of the mystical and magical. The world he and his teams place us in are rich with imagination and the fantastical.,The Lord of the Rings: The Two Towers
Fico Cangiano,"The Battle of Helm's Deep, in it of itself, is a grand cinematic achievement. The Two Towers is possibly the best middle entry of any film trilogy ever. [Full review in Spanish]",The Lord of the Rings: The Two Towers
Sean Axmaker,"Peter Jacksons cinematic recreation of ""Lord of the Rings: The Two Towers"" is thrilling, enthralling, and dizzyingly exciting.",The Lord of the Rings: The Two Towers
Leigh Paatsch,"What Jackson's storytelling lacks in coherency - a major problem for non-Tolkienites with the first film - he makes up for with a new-found sense of urgency and a richer blend of drama, humour and human emotion.",The Lord of the Rings: The Two Towers
Film Companion Staff,"In terms of battle sequences alone, it's hard to find one that's quite as daunting and absorbing as the Battle for Helm's Deep in The Two Towers...",The Lord of the Rings: The Two Towers
Mike Massie,The climactic battle of Helm's Deep - though it still leaves much to be resolved for the final part - is a breathtakingly colossal skirmish in the rain and mud and fog.,The Lord of the Rings: The Two Towers
Kathi Maio,"Call it a pretty good film and I'll agree with you. Call it a great one, and I will beg to differ.",The Lord of the Rings: The Two Towers
Rachel Wagner,It also has... layers of political dynamics going on which I actually thought was pretty interesting.,The Lord of the Rings: The Two Towers
Beth McDonough,The Two Towers succeeds like few other middle installments do in serving as both a satisfying benchmark that ties the introduction and conclusion to this trilogy together.,The Lord of the Rings: The Two Towers
Alex Casey,I think this one might be the actual best of the franchise and it's all because of the Ents.,The Lord of the Rings: The Two Towers
Kevin Carr,this three hour epic is one of those few films where you leave feeling they could have spent even more time with story explanation and exposition,The Lord of the Rings: The Two Towers
Philip French,These Tolkien films have a weight and seriousness that very few sword-and-sorcery pictures of the past 30-odd years have attained.,The Lord of the Rings: The Two Towers
Alexander Walker,What an eyeful it is. This is probably the greatest battlepiece composed for the screen since Eisenstein's Ivan the Terrible.,The Lord of the Rings: The Two Towers
Mark Monahan,"This film is a towering achievement, and the next installment can't come soon enough.",The Lord of the Rings: The Two Towers
Christopher Tookey,"This is, I can say without fear of exaggerating, one of the great films of all time.",The Lord of the Rings: The Two Towers
Matt Soergel,"Much of the movie is exciting. But none of it is as satisfying as what Jackson was able to create in Fellowship, the first film.",The Lord of the Rings: The Two Towers
Dennis King,"While the acting is once more solid throughout, even with the Shakespearean Ian McKellen given too little to do as the good wizard Gandalf, the most impressive performance of all comes from digital magicians who created the wretched Gollum, Smeagol.",The Lord of the Rings: The Two Towers
Sarah Sands,The Lord of the Rings: The Two Towers is like being trapped in a nerd's bedroom.,The Lord of the Rings: The Two Towers
Kevin Maher,From the guitar roar on the Dust Brothers' opening title track through to the thundering drums of Pixies' Where Is My Mind? it is pure synapse-splitting sensory overload and the road that commercial cinema refused to take.,Fight Club
Dennis Harvey,"Fight Club did indeed fly over the heads of audiences expecting straight macho action thrills, as opposed to a mind-messing critique of the same, as well as capitalism, material acquisition, masculinity and other sacred cows of national identity.",Fight Club
Chuck Klosterman,"Fight Club is very, very, very good.",Fight Club
Manuel São Bento,"With an absolutely brilliant direction and execution, David Fincher uses Jim Uhls’ captivating, layered, unconventional screenplay to tackle themes such as consumerism, society’s behavior, and mental health.",Fight Club
Wendy Ide,David Fincher’s adaptation of the Chuck Palahniuk novel is a shrewd and expertly crafted study of the male in crisis.,Fight Club
David Reddish,It seems like the male characters in Fight Club would be a whole lot happiernot to mention healthierif they could express respect and affection through the magic of gay sex.,Fight Club
James Croot,"The first rule of Fight Club, as we're constantly reminded, might not be to talk about it, but once seen, it is most certainly not forgotten, even 22 years on.",Fight Club
Sean Collier,Let's not get away from the fact that Fight Club is awesome.,Fight Club
Sarah Brinks,"David Fincher is an interesting director whose films more often than not work for me, Fight Club is a notable exception.",Fight Club
Luke Hicks,"Shocking violence, utter chaos, spirited editing, and mindfuck finales can be found elsewhere. Pitt haranguing a squirrelly Norton everyman on consumerist ideals, however, is forever.",Fight Club
